id, signature, date
435761,SGV_12N_13526,
435762,SGV_12N_13527,
435763,SGV_12N_13528,GREGORIAN:CE:1938
435764,SGV_12N_13529,GREGORIAN:CE:1938
435765,SGV_12N_13530,GREGORIAN:CE:1939
435766,SGV_12N_13531,GREGORIAN:CE:1938
435767,SGV_12N_13532,GREGORIAN:CE:1938
435768,SGV_12N_13533,GREGORIAN:CE:1938
435769,SGV_12N_13534,GREGORIAN:CE:1938
435770,SGV_12N_13535,GREGORIAN:CE:1938
435771,SGV_12N_13536,GREGORIAN:CE:1938
435772,SGV_12N_13537,GREGORIAN:CE:1938
435773,SGV_12N_13538,GREGORIAN:CE:1938
435774,SGV_12N_13539,GREGORIAN:CE:1938
435775,SGV_12N_13540,GREGORIAN:CE:1938
435776,SGV_12N_13541,GREGORIAN:CE:1938
435777,SGV_12N_13542,GREGORIAN:CE:1938
435778,SGV_12N_13543,GREGORIAN:CE:1938
435779,SGV_12N_13544,GREGORIAN:CE:1938
435780,SGV_12N_13545,GREGORIAN:CE:1938
435781,SGV_12N_13546,GREGORIAN:CE:1938
435782,SGV_12N_13547,GREGORIAN:CE:1938
435783,SGV_12N_13548,
435784,SGV_12N_13549,
435785,SGV_12N_13550,
435786,SGV_12N_13551,
435787,SGV_12N_13552,
435788,SGV_12N_13553,GREGORIAN:CE:1938
435789,SGV_12N_13554,GREGORIAN:CE:1938
435790,SGV_12N_13555,GREGORIAN:CE:1938
435791,SGV_12N_13556,GREGORIAN:CE:1938
435792,SGV_12N_13557,GREGORIAN:CE:1938
435793,SGV_12N_13558,GREGORIAN:CE:1938
435794,SGV_12N_13559,GREGORIAN:CE:1938
435795,SGV_12N_13560,GREGORIAN:CE:1938
435796,SGV_12N_13561,GREGORIAN:CE:1938
435797,SGV_12N_13562,GREGORIAN:CE:1938
435798,SGV_12N_13563,GREGORIAN:CE:1938
435799,SGV_12N_13564,GREGORIAN:CE:1938
435800,SGV_12N_13565,
435801,SGV_12N_13566,
435802,SGV_12N_13567,
435803,SGV_12N_13568,
435804,SGV_12N_13569,
435805,SGV_12N_13570,
435806,SGV_12N_13571,
435807,SGV_12N_13572,
435808,SGV_12N_13573,
435809,SGV_12N_13574,
435810,SGV_12N_13575,
435811,SGV_12N_13576,
435812,SGV_12N_13577,
435813,SGV_12N_13578,
435814,SGV_12N_13579,
435815,SGV_12N_13580,
435816,SGV_12N_13581,
435817,SGV_12N_13582,
435818,SGV_12N_13583,
435819,SGV_12N_13584,
435820,SGV_12N_13585,
435821,SGV_12N_13586,
435822,SGV_12N_13587,
435823,SGV_12N_13588,
435824,SGV_12N_13589,
435825,SGV_12N_13590,
435826,SGV_12N_13591,
435827,SGV_12N_13592,
435828,SGV_12N_13593,
435829,SGV_12N_13594,
435830,SGV_12N_13595,
435831,SGV_12N_13596,
435832,SGV_12N_13597,
435833,SGV_12N_13598,
435834,SGV_12N_13599,
435835,SGV_12N_13600,
435836,SGV_12N_13601,GREGORIAN:CE:1939
435837,SGV_12N_13602,GREGORIAN:CE:1939
435838,SGV_12N_13603,GREGORIAN:CE:1939
435839,SGV_12N_13604,GREGORIAN:CE:1939
435840,SGV_12N_13605,GREGORIAN:CE:1939
435841,SGV_12N_13606,GREGORIAN:CE:1939
435842,SGV_12N_13607,GREGORIAN:CE:1939
435843,SGV_12N_13608,GREGORIAN:CE:1939
435844,SGV_12N_13609,GREGORIAN:CE:1939
435845,SGV_12N_13610,GREGORIAN:CE:1939
435846,SGV_12N_13611,GREGORIAN:CE:1939
435847,SGV_12N_13612,GREGORIAN:CE:1939
435848,SGV_12N_13613,GREGORIAN:CE:1939
435849,SGV_12N_13614,GREGORIAN:CE:1939
435850,SGV_12N_13615,GREGORIAN:CE:1939
435851,SGV_12N_13616,GREGORIAN:CE:1939
435852,SGV_12N_13617,GREGORIAN:CE:1939
435853,SGV_12N_13618,GREGORIAN:CE:1939
435854,SGV_12N_13619,GREGORIAN:CE:1939
435855,SGV_12N_13620,GREGORIAN:CE:1939
435856,SGV_12N_13621,GREGORIAN:CE:1939
435857,SGV_12N_13622,GREGORIAN:CE:1939
435858,SGV_12N_13623,GREGORIAN:CE:1939
435859,SGV_12N_13624,GREGORIAN:CE:1939
435860,SGV_12N_13625,GREGORIAN:CE:1939
435861,SGV_12N_13626,GREGORIAN:CE:1939
435862,SGV_12N_13627,GREGORIAN:CE:1939
435863,SGV_12N_13628,GREGORIAN:CE:1939
435864,SGV_12N_13629,GREGORIAN:CE:1939
435865,SGV_12N_13630,GREGORIAN:CE:1939
435866,SGV_12N_13631,GREGORIAN:CE:1938
435867,SGV_12N_13632,GREGORIAN:CE:1938
435868,SGV_12N_13633,GREGORIAN:CE:1938
435869,SGV_12N_13634,GREGORIAN:CE:1938
435870,SGV_12N_13635,GREGORIAN:CE:1938
435871,SGV_12N_13636,GREGORIAN:CE:1938
435872,SGV_12N_13637,GREGORIAN:CE:1938
435873,SGV_12N_13638,GREGORIAN:CE:1938
435874,SGV_12N_13639,GREGORIAN:CE:1938
435875,SGV_12N_13640,GREGORIAN:CE:1938
435876,SGV_12N_13641,GREGORIAN:CE:1938
435877,SGV_12N_13642,GREGORIAN:CE:1938
435878,SGV_12N_13643,GREGORIAN:CE:1938
435879,SGV_12N_13644,GREGORIAN:CE:1938
435880,SGV_12N_13645,GREGORIAN:CE:1938
435881,SGV_12N_13646,GREGORIAN:CE:1938
435882,SGV_12N_13647,GREGORIAN:CE:1938
435883,SGV_12N_13648,GREGORIAN:CE:1938
435884,SGV_12N_13649,GREGORIAN:CE:1938
435885,SGV_12N_13650,GREGORIAN:CE:1938
435886,SGV_12N_13651,GREGORIAN:CE:1938
435887,SGV_12N_13652,GREGORIAN:CE:1938
435888,SGV_12N_13653,GREGORIAN:CE:1938
435889,SGV_12N_13654,GREGORIAN:CE:1938
435890,SGV_12N_13655,GREGORIAN:CE:1938
435891,SGV_12N_13656,GREGORIAN:CE:1938
435892,SGV_12N_13657,GREGORIAN:CE:1938
435893,SGV_12N_13658,GREGORIAN:CE:1938
435894,SGV_12N_13659,GREGORIAN:CE:1938
435895,SGV_12N_13660,GREGORIAN:CE:1938
435896,SGV_12N_13661,GREGORIAN:CE:1938
435897,SGV_12N_13662,GREGORIAN:CE:1938
435898,SGV_12N_13663,GREGORIAN:CE:1938
435899,SGV_12N_13664,GREGORIAN:CE:1938
435900,SGV_12N_13665,GREGORIAN:CE:1938
435901,SGV_12N_13666,GREGORIAN:CE:1938
435902,SGV_12N_13667,GREGORIAN:CE:1938
435903,SGV_12N_13668,GREGORIAN:CE:1938
435904,SGV_12N_13669,GREGORIAN:CE:1938
435905,SGV_12N_13670,
435906,SGV_12N_13671,GREGORIAN:CE:1938
435907,SGV_12N_13672,GREGORIAN:CE:1938
435908,SGV_12N_13673,GREGORIAN:CE:1938
435909,SGV_12N_13674,GREGORIAN:CE:1938
435910,SGV_12N_13675,GREGORIAN:CE:1938
435911,SGV_12N_13676,GREGORIAN:CE:1938
435912,SGV_12N_13677,GREGORIAN:CE:1938
435913,SGV_12N_13678,GREGORIAN:CE:1938
435914,SGV_12N_13679,GREGORIAN:CE:1938
435915,SGV_12N_13680,
435916,SGV_12N_13681,GREGORIAN:CE:1938
435917,SGV_12N_13682,GREGORIAN:CE:1938
435918,SGV_12N_13683,GREGORIAN:CE:1938
435919,SGV_12N_13684,GREGORIAN:CE:1938
435920,SGV_12N_13685,
435921,SGV_12N_13686,GREGORIAN:CE:1938
435922,SGV_12N_13687,
435923,SGV_12N_13688,GREGORIAN:CE:1938
435924,SGV_12N_13689,
435925,SGV_12N_13690,GREGORIAN:CE:1938
435926,SGV_12N_13691,GREGORIAN:CE:1938
435927,SGV_12N_13692,GREGORIAN:CE:1938
435928,SGV_12N_13693,
435929,SGV_12N_13694,GREGORIAN:CE:1938
435930,SGV_12N_13695,
435931,SGV_12N_13696,GREGORIAN:CE:1938
435932,SGV_12N_13697,GREGORIAN:CE:1938
435933,SGV_12N_13698,GREGORIAN:CE:1938
435934,SGV_12N_13699,GREGORIAN:CE:1938
435935,SGV_12N_13700,GREGORIAN:CE:1938
435936,SGV_12N_13701,
435937,SGV_12N_13702,
435938,SGV_12N_13703,GREGORIAN:CE:1943
435939,SGV_12N_13704,GREGORIAN:CE:1943
435940,SGV_12N_13705,GREGORIAN:CE:1943
435941,SGV_12N_13706,
435942,SGV_12N_13707,
435943,SGV_12N_13708,
435944,SGV_12N_13709,
435945,SGV_12N_13710,
435946,SGV_12N_13711,
435947,SGV_12N_13712,
435948,SGV_12N_13713,
435949,SGV_12N_13714,
435950,SGV_12N_13715,
435951,SGV_12N_13716,
435952,SGV_12N_13717,
435953,SGV_12N_13718,
435954,SGV_12N_13719,GREGORIAN:CE:1937
435955,SGV_12N_13720,GREGORIAN:CE:1937
435956,SGV_12N_13721,GREGORIAN:CE:1937
435957,SGV_12N_13722,GREGORIAN:CE:1937
435958,SGV_12N_13723,GREGORIAN:CE:1937
435959,SGV_12N_13724,GREGORIAN:CE:1937
435960,SGV_12N_13725,GREGORIAN:CE:1937
435961,SGV_12N_13726,
435962,SGV_12N_13727,
435963,SGV_12N_13728,
435964,SGV_12N_13729,
435965,SGV_12N_13730,
435966,SGV_12N_13731,
435967,SGV_12N_13732,
435968,SGV_12N_13733,GREGORIAN:CE:1937
435969,SGV_12N_13734,GREGORIAN:CE:1937
435970,SGV_12N_13735,GREGORIAN:CE:1937
435971,SGV_12N_13736,
435972,SGV_12N_13737,
435973,SGV_12N_13738,
435974,SGV_12N_13739,
435975,SGV_12N_13740,
435976,SGV_12N_13741,GREGORIAN:CE:1937
435977,SGV_12N_13742,
435978,SGV_12N_13743,
435979,SGV_12N_13744,
435980,SGV_12N_13745,
435981,SGV_12N_13746,
435982,SGV_12N_13747,
435983,SGV_12N_13748,GREGORIAN:CE:1937
435984,SGV_12N_13749,GREGORIAN:CE:1938-10
435985,SGV_12N_13750,GREGORIAN:CE:1938-10
435986,SGV_12N_13751,GREGORIAN:CE:1938-10
435987,SGV_12N_13752,GREGORIAN:CE:1938-10
435988,SGV_12N_13753,GREGORIAN:CE:1938-10
435989,SGV_12N_13754,GREGORIAN:CE:1938-10
435990,SGV_12N_13755,GREGORIAN:CE:1938-10
435991,SGV_12N_13756,GREGORIAN:CE:1938-10
435992,SGV_12N_13757,GREGORIAN:CE:1938-10
435993,SGV_12N_13758,GREGORIAN:CE:1938-10
435994,SGV_12N_13759,GREGORIAN:CE:1938-10
435995,SGV_12N_13760,GREGORIAN:CE:1938-10
435996,SGV_12N_13761,GREGORIAN:CE:1938-10
435997,SGV_12N_13762,GREGORIAN:CE:1938-10
435998,SGV_12N_13763,GREGORIAN:CE:1938
435999,SGV_12N_13764,GREGORIAN:CE:1938
436000,SGV_12N_13765,
436001,SGV_12N_13766,
436002,SGV_12N_13767,
436003,SGV_12N_13768,GREGORIAN:CE:1938
436004,SGV_12N_13769,
436005,SGV_12N_13770,
436006,SGV_12N_13771,
436007,SGV_12N_13772,
436008,SGV_12N_13773,
436009,SGV_12N_13774,
436010,SGV_12N_13775,
436011,SGV_12N_13776,
436012,SGV_12N_13777,
436013,SGV_12N_13778,
436014,SGV_12N_13779,
436015,SGV_12N_13780,
436016,SGV_12N_13781,
436017,SGV_12N_13782,
436018,SGV_12N_13783,
436019,SGV_12N_13784,
436020,SGV_12N_13785,
436021,SGV_12N_13786,
436022,SGV_12N_13787,
436023,SGV_12N_13788,
436024,SGV_12N_13789,
436025,SGV_12N_13790,
436026,SGV_12N_13791,
436027,SGV_12N_13792,
436028,SGV_12N_13793,
436029,SGV_12N_13794,
436030,SGV_12N_13795,
436031,SGV_12N_13796,
436032,SGV_12N_13797,
436033,SGV_12N_13798,
436034,SGV_12N_13799,
436035,SGV_12N_13800,
436036,SGV_12N_13801,
436037,SGV_12N_13802,
436038,SGV_12N_13803,
436039,SGV_12N_13804,
436040,SGV_12N_13805,
436041,SGV_12N_13806,
436042,SGV_12N_13807,
436043,SGV_12N_13808,
436044,SGV_12N_13809,
436045,SGV_12N_13810,
436046,SGV_12N_13811,
436047,SGV_12N_13812,
436048,SGV_12N_13813,
436049,SGV_12N_13814,
436050,SGV_12N_13815,
436051,SGV_12N_13816,
436052,SGV_12N_13817,
436053,SGV_12N_13818,
436054,SGV_12N_13819,
436055,SGV_12N_13820,
436056,SGV_12N_13821,
436057,SGV_12N_13822,
436058,SGV_12N_13823,
436059,SGV_12N_13824,
436060,SGV_12N_13825,
436061,SGV_12N_13826,GREGORIAN:CE:1937:CE:1939
436062,SGV_12N_13827,
436063,SGV_12N_13828,GREGORIAN:CE:1938
436064,SGV_12N_13829,GREGORIAN:CE:1938
436065,SGV_12N_13830,GREGORIAN:CE:1938
436066,SGV_12N_13831,GREGORIAN:CE:1938
436067,SGV_12N_13832,GREGORIAN:CE:1938
436068,SGV_12N_13833,GREGORIAN:CE:1938
436069,SGV_12N_13834,GREGORIAN:CE:1938
436070,SGV_12N_13835,GREGORIAN:CE:1938
436071,SGV_12N_13836,GREGORIAN:CE:1938
436072,SGV_12N_13837,GREGORIAN:CE:1938
436073,SGV_12N_13838,GREGORIAN:CE:1938
436074,SGV_12N_13839,GREGORIAN:CE:1938
436075,SGV_12N_13840,GREGORIAN:CE:1938
436076,SGV_12N_13841,GREGORIAN:CE:1938
436077,SGV_12N_13842,GREGORIAN:CE:1938
436078,SGV_12N_13843,GREGORIAN:CE:1938
436079,SGV_12N_13844,
436080,SGV_12N_13845,GREGORIAN:CE:1938
436081,SGV_12N_13846,GREGORIAN:CE:1938
436082,SGV_12N_13847,GREGORIAN:CE:1938
436083,SGV_12N_13848,GREGORIAN:CE:1938
436084,SGV_12N_13849,
436085,SGV_12N_13850,
436086,SGV_12N_13851,GREGORIAN:CE:1938
436087,SGV_12N_13852,GREGORIAN:CE:1938
436088,SGV_12N_13853,
436089,SGV_12N_13854,
436090,SGV_12N_13855,
436091,SGV_12N_13856,
436092,SGV_12N_13857,
436093,SGV_12N_13858,
436094,SGV_12N_13859,
436095,SGV_12N_13860,GREGORIAN:CE:1938
436096,SGV_12N_13861,GREGORIAN:CE:1938
436097,SGV_12N_13862,GREGORIAN:CE:1938
436098,SGV_12N_13863,GREGORIAN:CE:1938
436099,SGV_12N_13864,GREGORIAN:CE:1938
436100,SGV_12N_13865,GREGORIAN:CE:1938
436101,SGV_12N_13866,GREGORIAN:CE:1938
436102,SGV_12N_13867,GREGORIAN:CE:1938
436103,SGV_12N_13868,GREGORIAN:CE:1938
436104,SGV_12N_13869,
436105,SGV_12N_13870,GREGORIAN:CE:1938
436106,SGV_12N_13871,GREGORIAN:CE:1938
436107,SGV_12N_13872,GREGORIAN:CE:1938
436108,SGV_12N_13873,GREGORIAN:CE:1938
436109,SGV_12N_13874,GREGORIAN:CE:1938
436110,SGV_12N_13875,GREGORIAN:CE:1938
436111,SGV_12N_13876,GREGORIAN:CE:1938
436112,SGV_12N_13877,GREGORIAN:CE:1938
436113,SGV_12N_13878,GREGORIAN:CE:1938
436114,SGV_12N_13879,GREGORIAN:CE:1938
436115,SGV_12N_13880,GREGORIAN:CE:1938
436116,SGV_12N_13881,GREGORIAN:CE:1938
436117,SGV_12N_13882,GREGORIAN:CE:1938
436118,SGV_12N_13883,GREGORIAN:CE:1938
436119,SGV_12N_13884,GREGORIAN:CE:1938
436120,SGV_12N_13885,GREGORIAN:CE:1938
436121,SGV_12N_13886,GREGORIAN:CE:1938
436122,SGV_12N_13887,
436123,SGV_12N_13888,
436124,SGV_12N_13889,
436125,SGV_12N_13890,
436126,SGV_12N_13891,GREGORIAN:CE:1938
436127,SGV_12N_13892,GREGORIAN:CE:1938
436128,SGV_12N_13893,GREGORIAN:CE:1938
436129,SGV_12N_13894,GREGORIAN:CE:1938
436130,SGV_12N_13895,GREGORIAN:CE:1938
436131,SGV_12N_13896,GREGORIAN:CE:1938
436132,SGV_12N_13897,GREGORIAN:CE:1938
436133,SGV_12N_13898,GREGORIAN:CE:1938
436134,SGV_12N_13899,GREGORIAN:CE:1938
436135,SGV_12N_13900,GREGORIAN:CE:1938
436136,SGV_12N_13901,GREGORIAN:CE:1937:CE:1944
436137,SGV_12N_13902,GREGORIAN:CE:1937:CE:1944
436138,SGV_12N_13903,GREGORIAN:CE:1943
436139,SGV_12N_13904,GREGORIAN:CE:1943
436140,SGV_12N_13905,GREGORIAN:CE:1943
436141,SGV_12N_13906,GREGORIAN:CE:1943
436142,SGV_12N_13907,GREGORIAN:CE:1943
436143,SGV_12N_13908,GREGORIAN:CE:1943
436144,SGV_12N_13909,GREGORIAN:CE:1943
436145,SGV_12N_13910,GREGORIAN:CE:1938
436146,SGV_12N_13911,GREGORIAN:CE:1938
436147,SGV_12N_13912,GREGORIAN:CE:1938
436148,SGV_12N_13913,GREGORIAN:CE:1938
436149,SGV_12N_13914,GREGORIAN:CE:1938
436150,SGV_12N_13915,GREGORIAN:CE:1938
436151,SGV_12N_13916,GREGORIAN:CE:1938
436152,SGV_12N_13917,GREGORIAN:CE:1938
436153,SGV_12N_13918,GREGORIAN:CE:1938
436154,SGV_12N_13919,GREGORIAN:CE:1938
436155,SGV_12N_13920,GREGORIAN:CE:1938
436156,SGV_12N_13921,GREGORIAN:CE:1938
436157,SGV_12N_13922,GREGORIAN:CE:1938
436158,SGV_12N_13923,
436159,SGV_12N_13924,GREGORIAN:CE:1938
436160,SGV_12N_13925,GREGORIAN:CE:1938
436161,SGV_12N_13926,GREGORIAN:CE:1938
436162,SGV_12N_13927,GREGORIAN:CE:1938
436163,SGV_12N_13928,GREGORIAN:CE:1938
436164,SGV_12N_13929,GREGORIAN:CE:1938
436165,SGV_12N_13930,GREGORIAN:CE:1938
436166,SGV_12N_13931,
436167,SGV_12N_13932,
436168,SGV_12N_13933,
436169,SGV_12N_13934,
436170,SGV_12N_13935,
436171,SGV_12N_13936,
436172,SGV_12N_13937,
436173,SGV_12N_13938,
436174,SGV_12N_13939,GREGORIAN:CE:1938
436175,SGV_12N_13940,GREGORIAN:CE:1938
436176,SGV_12N_13941,GREGORIAN:CE:1938
436177,SGV_12N_13942,GREGORIAN:CE:1938
436178,SGV_12N_13943,GREGORIAN:CE:1938
436179,SGV_12N_13944,GREGORIAN:CE:1938
436180,SGV_12N_13945,GREGORIAN:CE:1938
436181,SGV_12N_13946,GREGORIAN:CE:1938
436182,SGV_12N_13947,GREGORIAN:CE:1938
436183,SGV_12N_13948,GREGORIAN:CE:1938
436184,SGV_12N_13949,GREGORIAN:CE:1938
436185,SGV_12N_13950,GREGORIAN:CE:1938
436186,SGV_12N_13951,GREGORIAN:CE:1938
436187,SGV_12N_13952,GREGORIAN:CE:1938
436188,SGV_12N_13953,GREGORIAN:CE:1938
436189,SGV_12N_13954,GREGORIAN:CE:1938
436190,SGV_12N_13955,GREGORIAN:CE:1938
436191,SGV_12N_13956,GREGORIAN:CE:1938
436192,SGV_12N_13957,GREGORIAN:CE:1938
436193,SGV_12N_13958,GREGORIAN:CE:1938
436194,SGV_12N_13959,GREGORIAN:CE:1938
436195,SGV_12N_13960,
436196,SGV_12N_13961,
436197,SGV_12N_13962,
436198,SGV_12N_13963,GREGORIAN:CE:1938
436199,SGV_12N_13964,GREGORIAN:CE:1938
436200,SGV_12N_13965,GREGORIAN:CE:1938
436201,SGV_12N_13966,GREGORIAN:CE:1938
436202,SGV_12N_13967,GREGORIAN:CE:1938
436203,SGV_12N_13968,GREGORIAN:CE:1938
436204,SGV_12N_13969,GREGORIAN:CE:1938
436205,SGV_12N_13970,GREGORIAN:CE:1938
436206,SGV_12N_13971,GREGORIAN:CE:1938
436207,SGV_12N_13972,GREGORIAN:CE:1938
436208,SGV_12N_13973,GREGORIAN:CE:1938
436209,SGV_12N_13974,GREGORIAN:CE:1938
436210,SGV_12N_13975,GREGORIAN:CE:1938
436211,SGV_12N_13976,GREGORIAN:CE:1938
436212,SGV_12N_13977,GREGORIAN:CE:1938
436213,SGV_12N_13978,GREGORIAN:CE:1938
436214,SGV_12N_13979,GREGORIAN:CE:1938
436215,SGV_12N_13980,GREGORIAN:CE:1938
436216,SGV_12N_13981,GREGORIAN:CE:1938
436217,SGV_12N_13982,GREGORIAN:CE:1938
436218,SGV_12N_13983,GREGORIAN:CE:1938
436219,SGV_12N_13984,GREGORIAN:CE:1938
436220,SGV_12N_13985,GREGORIAN:CE:1938
436221,SGV_12N_13986,GREGORIAN:CE:1938
436222,SGV_12N_13987,GREGORIAN:CE:1938
436223,SGV_12N_13988,GREGORIAN:CE:1938
436224,SGV_12N_13989,GREGORIAN:CE:1938
436225,SGV_12N_13990,GREGORIAN:CE:1938
436226,SGV_12N_13991,GREGORIAN:CE:1938
436227,SGV_12N_13992,GREGORIAN:CE:1938
436228,SGV_12N_13993,GREGORIAN:CE:1938
436229,SGV_12N_13994,GREGORIAN:CE:1938
436230,SGV_12N_13995,GREGORIAN:CE:1938
436231,SGV_12N_13996,GREGORIAN:CE:1938
436232,SGV_12N_13997,GREGORIAN:CE:1938
436233,SGV_12N_13998,GREGORIAN:CE:1938
436234,SGV_12N_13999,GREGORIAN:CE:1938
436235,SGV_12N_14000,GREGORIAN:CE:1938
436236,SGV_12N_14001,
436237,SGV_12N_14002,
436238,SGV_12N_14003,
436239,SGV_12N_14004,
436240,SGV_12N_14005,
436241,SGV_12N_14006,
436242,SGV_12N_14007,GREGORIAN:CE:1943
436243,SGV_12N_14008,GREGORIAN:CE:1943
436244,SGV_12N_14009,GREGORIAN:CE:1943
436245,SGV_12N_14010,GREGORIAN:CE:1943
436246,SGV_12N_14011,GREGORIAN:CE:1943
436247,SGV_12N_14012,GREGORIAN:CE:1943
436248,SGV_12N_14013,GREGORIAN:CE:1943
436249,SGV_12N_14014,GREGORIAN:CE:1943
436250,SGV_12N_14015,GREGORIAN:CE:1943
436251,SGV_12N_14016,
436252,SGV_12N_14017,
436253,SGV_12N_14018,
436254,SGV_12N_14019,GREGORIAN:CE:1938
436255,SGV_12N_14020,GREGORIAN:CE:1938
436256,SGV_12N_14021,GREGORIAN:CE:1938
436257,SGV_12N_14022,GREGORIAN:CE:1938
436258,SGV_12N_14023,GREGORIAN:CE:1938
436259,SGV_12N_14024,GREGORIAN:CE:1938
436260,SGV_12N_14025,GREGORIAN:CE:1938
436261,SGV_12N_14026,GREGORIAN:CE:1938
436262,SGV_12N_14027,GREGORIAN:CE:1938
436263,SGV_12N_14028,GREGORIAN:CE:1938
436264,SGV_12N_14029,GREGORIAN:CE:1938
436265,SGV_12N_14030,
436266,SGV_12N_14031,GREGORIAN:CE:1938
436267,SGV_12N_14032,GREGORIAN:CE:1938
436268,SGV_12N_14033,GREGORIAN:CE:1938
436269,SGV_12N_14034,GREGORIAN:CE:1938
436270,SGV_12N_14035,GREGORIAN:CE:1938
436271,SGV_12N_14036,GREGORIAN:CE:1938
436272,SGV_12N_14037,GREGORIAN:CE:1938
436273,SGV_12N_14038,GREGORIAN:CE:1938
436274,SGV_12N_14039,GREGORIAN:CE:1938
436275,SGV_12N_14040,GREGORIAN:CE:1938
436276,SGV_12N_14041,GREGORIAN:CE:1938
436277,SGV_12N_14042,GREGORIAN:CE:1938
436278,SGV_12N_14043,GREGORIAN:CE:1938
436279,SGV_12N_14044,GREGORIAN:CE:1938
436280,SGV_12N_14045,GREGORIAN:CE:1938
436281,SGV_12N_14046,GREGORIAN:CE:1938
436282,SGV_12N_14047,GREGORIAN:CE:1938
436283,SGV_12N_14048,GREGORIAN:CE:1938
436284,SGV_12N_14049,GREGORIAN:CE:1938
436285,SGV_12N_14050,GREGORIAN:CE:1938
436286,SGV_12N_14051,GREGORIAN:CE:1938
436287,SGV_12N_14052,GREGORIAN:CE:1938
436288,SGV_12N_14053,GREGORIAN:CE:1938
436289,SGV_12N_14054,GREGORIAN:CE:1938
436290,SGV_12N_14055,GREGORIAN:CE:1938
436291,SGV_12N_14056,GREGORIAN:CE:1938
436292,SGV_12N_14057,GREGORIAN:CE:1938
436293,SGV_12N_14058,GREGORIAN:CE:1938
436294,SGV_12N_14059,GREGORIAN:CE:1938
436295,SGV_12N_14060,GREGORIAN:CE:1938
436296,SGV_12N_14061,GREGORIAN:CE:1938
436297,SGV_12N_14062,GREGORIAN:CE:1938
436298,SGV_12N_14063,GREGORIAN:CE:1938
436299,SGV_12N_14064,GREGORIAN:CE:1938
436300,SGV_12N_14065,GREGORIAN:CE:1938
436301,SGV_12N_14066,GREGORIAN:CE:1938
436302,SGV_12N_14067,GREGORIAN:CE:1938
436303,SGV_12N_14068,GREGORIAN:CE:1938
436304,SGV_12N_14069,GREGORIAN:CE:1938
436305,SGV_12N_14070,GREGORIAN:CE:1938
436306,SGV_12N_14071,GREGORIAN:CE:1938
436307,SGV_12N_14072,GREGORIAN:CE:1938
436308,SGV_12N_14073,GREGORIAN:CE:1938
436309,SGV_12N_14074,GREGORIAN:CE:1938
436310,SGV_12N_14075,GREGORIAN:CE:1938
436311,SGV_12N_14076,GREGORIAN:CE:1938
436312,SGV_12N_14077,GREGORIAN:CE:1938
436313,SGV_12N_14078,GREGORIAN:CE:1938
436314,SGV_12N_14079,GREGORIAN:CE:1938
436315,SGV_12N_14080,GREGORIAN:CE:1938
436316,SGV_12N_14081,GREGORIAN:CE:1938
436317,SGV_12N_14082,GREGORIAN:CE:1938
436318,SGV_12N_14083,GREGORIAN:CE:1938
436319,SGV_12N_14084,GREGORIAN:CE:1938
436320,SGV_12N_14085,GREGORIAN:CE:1938
436321,SGV_12N_14086,GREGORIAN:CE:1938
436322,SGV_12N_14087,GREGORIAN:CE:1938
436323,SGV_12N_14088,GREGORIAN:CE:1938
436324,SGV_12N_14089,GREGORIAN:CE:1938
436325,SGV_12N_14090,GREGORIAN:CE:1938
436326,SGV_12N_14091,GREGORIAN:CE:1938
436327,SGV_12N_14092,GREGORIAN:CE:1938
436328,SGV_12N_14093,GREGORIAN:CE:1938
436329,SGV_12N_14094,GREGORIAN:CE:1938
436330,SGV_12N_14095,GREGORIAN:CE:1938
436331,SGV_12N_14096,GREGORIAN:CE:1938
436332,SGV_12N_14097,GREGORIAN:CE:1938
436333,SGV_12N_14098,GREGORIAN:CE:1938
436334,SGV_12N_14099,GREGORIAN:CE:1938
436335,SGV_12N_14100,GREGORIAN:CE:1938
436336,SGV_12N_14101,GREGORIAN:CE:1943
436337,SGV_12N_14102,GREGORIAN:CE:1943
436338,SGV_12N_14103,GREGORIAN:CE:1943
436339,SGV_12N_14104,GREGORIAN:CE:1943
436340,SGV_12N_14105,GREGORIAN:CE:1943
436341,SGV_12N_14106,GREGORIAN:CE:1943
436342,SGV_12N_14107,GREGORIAN:CE:1943
436343,SGV_12N_14108,GREGORIAN:CE:1943
436344,SGV_12N_14109,GREGORIAN:CE:1943
436345,SGV_12N_14110,GREGORIAN:CE:1943
436346,SGV_12N_14111,GREGORIAN:CE:1943
436347,SGV_12N_14112,GREGORIAN:CE:1943
436348,SGV_12N_14113,GREGORIAN:CE:1938
436349,SGV_12N_14114,GREGORIAN:CE:1938
436350,SGV_12N_14115,GREGORIAN:CE:1938
436351,SGV_12N_14116,GREGORIAN:CE:1938
436352,SGV_12N_14117,GREGORIAN:CE:1938
436353,SGV_12N_14118,GREGORIAN:CE:1938
436354,SGV_12N_14119,GREGORIAN:CE:1938
436355,SGV_12N_14120,GREGORIAN:CE:1938
436356,SGV_12N_14121,GREGORIAN:CE:1938
436357,SGV_12N_14122,GREGORIAN:CE:1938
436358,SGV_12N_14123,GREGORIAN:CE:1938
436359,SGV_12N_14124,GREGORIAN:CE:1938
436360,SGV_12N_14125,GREGORIAN:CE:1938
436361,SGV_12N_14126,GREGORIAN:CE:1938
436362,SGV_12N_14127,GREGORIAN:CE:1938
436363,SGV_12N_14128,GREGORIAN:CE:1938
