id, signature, date
464920,SGV_12N_42685,GREGORIAN:CE:1956-04:CE:1956-05
464921,SGV_12N_42686,GREGORIAN:CE:1956-04:CE:1956-05
464922,SGV_12N_42687,GREGORIAN:CE:1956-04:CE:1956-05
464923,SGV_12N_42688,GREGORIAN:CE:1956-04:CE:1956-05
464924,SGV_12N_42689,GREGORIAN:CE:1956-04:CE:1956-05
464925,SGV_12N_42690,GREGORIAN:CE:1956-04:CE:1956-05
464926,SGV_12N_42691,GREGORIAN:CE:1956-04:CE:1956-05
464927,SGV_12N_42692,GREGORIAN:CE:1956-04:CE:1956-05
464928,SGV_12N_42693,GREGORIAN:CE:1956-04:CE:1956-05
464929,SGV_12N_42694,GREGORIAN:CE:1956-04:CE:1956-05
464930,SGV_12N_42695,GREGORIAN:CE:1956-04:CE:1956-05
464931,SGV_12N_42696,GREGORIAN:CE:1956-06
464932,SGV_12N_42697,GREGORIAN:CE:1956
464933,SGV_12N_42698,GREGORIAN:CE:1956
464934,SGV_12N_42699,GREGORIAN:CE:1956
464935,SGV_12N_42700,
464936,SGV_12N_42701,GREGORIAN:CE:1956-06-22
464937,SGV_12N_42702,GREGORIAN:CE:1956-06-22
464938,SGV_12N_42703,GREGORIAN:CE:1956-06-22
464939,SGV_12N_42704,GREGORIAN:CE:1956-06-22
464940,SGV_12N_42705,GREGORIAN:CE:1956-06-22
464941,SGV_12N_42706,GREGORIAN:CE:1956-06-22
464942,SGV_12N_42707,GREGORIAN:CE:1956-06-22
464943,SGV_12N_42708,GREGORIAN:CE:1956-06-22
464944,SGV_12N_42709,GREGORIAN:CE:1956-06-22
464945,SGV_12N_42710,GREGORIAN:CE:1956-06-22
464946,SGV_12N_42711,GREGORIAN:CE:1956-06-22
464947,SGV_12N_42712,GREGORIAN:CE:1956-06
464948,SGV_12N_42713,GREGORIAN:CE:1956-06
464949,SGV_12N_42714,GREGORIAN:CE:1956-06
464950,SGV_12N_42715,GREGORIAN:CE:1956-06
464951,SGV_12N_42716,GREGORIAN:CE:1956-06
464952,SGV_12N_42717,GREGORIAN:CE:1956-06
464953,SGV_12N_42718,GREGORIAN:CE:1956-06
464954,SGV_12N_42719,GREGORIAN:CE:1956-06
464955,SGV_12N_42720,GREGORIAN:CE:1956-06
464956,SGV_12N_42721,GREGORIAN:CE:1956-06
464957,SGV_12N_42722,GREGORIAN:CE:1956-06
464958,SGV_12N_42723,GREGORIAN:CE:1956-06
464959,SGV_12N_42724,GREGORIAN:CE:1956-06
464960,SGV_12N_42725,GREGORIAN:CE:1956-06
464961,SGV_12N_42726,GREGORIAN:CE:1956-06
464962,SGV_12N_42727,GREGORIAN:CE:1956-06
464963,SGV_12N_42728,GREGORIAN:CE:1956-06
464964,SGV_12N_42729,GREGORIAN:CE:1956-06
464965,SGV_12N_42730,GREGORIAN:CE:1956-06
464966,SGV_12N_42731,GREGORIAN:CE:1956-06
464967,SGV_12N_42732,GREGORIAN:CE:1956-06
464968,SGV_12N_42733,GREGORIAN:CE:1956-06
464969,SGV_12N_42734,GREGORIAN:CE:1956-06
464970,SGV_12N_42735,GREGORIAN:CE:1956-06
464971,SGV_12N_42736,GREGORIAN:CE:1956-06
464972,SGV_12N_42737,GREGORIAN:CE:1956-06
464973,SGV_12N_42738,GREGORIAN:CE:1956-06-24
464974,SGV_12N_42739,GREGORIAN:CE:1956
464975,SGV_12N_42740,GREGORIAN:CE:1956
464976,SGV_12N_42741,GREGORIAN:CE:1956
464977,SGV_12N_42742,GREGORIAN:CE:1956
464978,SGV_12N_42743,GREGORIAN:CE:1956
464979,SGV_12N_42744,GREGORIAN:CE:1956
464980,SGV_12N_42745,GREGORIAN:CE:1956
464981,SGV_12N_42746,GREGORIAN:CE:1956
464982,SGV_12N_42747,GREGORIAN:CE:1956
464983,SGV_12N_42748,GREGORIAN:CE:1956
464984,SGV_12N_42749,GREGORIAN:CE:1956
464985,SGV_12N_42750,GREGORIAN:CE:1956
464986,SGV_12N_42751,GREGORIAN:CE:1956
464987,SGV_12N_42752,GREGORIAN:CE:1956
464988,SGV_12N_42753,GREGORIAN:CE:1956
464989,SGV_12N_42754,GREGORIAN:CE:1956
464990,SGV_12N_42755,GREGORIAN:CE:1956-07-01
464991,SGV_12N_42756,GREGORIAN:CE:1956-07-01
464992,SGV_12N_42757,GREGORIAN:CE:1956-07-01
464993,SGV_12N_42758,GREGORIAN:CE:1956-07-01
464994,SGV_12N_42759,GREGORIAN:CE:1956-07-01
464995,SGV_12N_42760,GREGORIAN:CE:1956-07-01
464996,SGV_12N_42761,GREGORIAN:CE:1956-07-01
464997,SGV_12N_42762,GREGORIAN:CE:1956-07-01
464998,SGV_12N_42763,GREGORIAN:CE:1956-07-01
464999,SGV_12N_42764,GREGORIAN:CE:1956-07-01
465000,SGV_12N_42765,GREGORIAN:CE:1956-07-01
465001,SGV_12N_42766,GREGORIAN:CE:1956-07-01
465002,SGV_12N_42767,GREGORIAN:CE:1956-07-01
465003,SGV_12N_42768,GREGORIAN:CE:1956-07-01
465004,SGV_12N_42769,GREGORIAN:CE:1956-07-01
465005,SGV_12N_42770,GREGORIAN:CE:1956-07-01
465006,SGV_12N_42771,GREGORIAN:CE:1956-07-01
465007,SGV_12N_42772,GREGORIAN:CE:1956-07-01
465008,SGV_12N_42773,
465009,SGV_12N_42774,
465010,SGV_12N_42775,GREGORIAN:CE:1956-05:CE:1956-06
465011,SGV_12N_42776,GREGORIAN:CE:1956-05:CE:1956-06
465012,SGV_12N_42777,GREGORIAN:CE:1956-05:CE:1956-06
465013,SGV_12N_42778,GREGORIAN:CE:1956-05:CE:1956-06
465014,SGV_12N_42779,GREGORIAN:CE:1956-05:CE:1956-06
465015,SGV_12N_42780,GREGORIAN:CE:1956-05:CE:1956-06
465016,SGV_12N_42781,GREGORIAN:CE:1956-05:CE:1956-06
465017,SGV_12N_42782,GREGORIAN:CE:1956-05:CE:1956-06
465018,SGV_12N_42783,GREGORIAN:CE:1956-05:CE:1956-06
465019,SGV_12N_42784,GREGORIAN:CE:1956-06
465020,SGV_12N_42785,GREGORIAN:CE:1956-06
465021,SGV_12N_42786,GREGORIAN:CE:1956-06
465022,SGV_12N_42787,GREGORIAN:CE:1956-06
465023,SGV_12N_42788,GREGORIAN:CE:1956-06
465024,SGV_12N_42789,GREGORIAN:CE:1956-06
465025,SGV_12N_42790,GREGORIAN:CE:1956-06
465026,SGV_12N_42791,GREGORIAN:CE:1956-06
465027,SGV_12N_42792,GREGORIAN:CE:1956-06
465028,SGV_12N_42793,GREGORIAN:CE:1956-06
465029,SGV_12N_42794,GREGORIAN:CE:1956-06
465030,SGV_12N_42795,GREGORIAN:CE:1956-06
465031,SGV_12N_42796,GREGORIAN:CE:1956-06
465032,SGV_12N_42797,GREGORIAN:CE:1956-06
465033,SGV_12N_42798,GREGORIAN:CE:1956-06
465034,SGV_12N_42799,GREGORIAN:CE:1956-06
465035,SGV_12N_42800,GREGORIAN:CE:1956-06
465036,SGV_12N_42801,GREGORIAN:CE:1956-07
465037,SGV_12N_42802,GREGORIAN:CE:1956-07
465038,SGV_12N_42803,GREGORIAN:CE:1956-07
465039,SGV_12N_42804,GREGORIAN:CE:1956-07
465040,SGV_12N_42805,GREGORIAN:CE:1956-07
465041,SGV_12N_42806,GREGORIAN:CE:1956-07
465042,SGV_12N_42807,GREGORIAN:CE:1956-07
465043,SGV_12N_42808,GREGORIAN:CE:1956-07
465044,SGV_12N_42809,GREGORIAN:CE:1956-07
465045,SGV_12N_42810,GREGORIAN:CE:1956-07
465046,SGV_12N_42811,GREGORIAN:CE:1956-07
465047,SGV_12N_42812,GREGORIAN:CE:1956-07
465048,SGV_12N_42813,GREGORIAN:CE:1956-07
465049,SGV_12N_42814,GREGORIAN:CE:1956-07
465050,SGV_12N_42815,GREGORIAN:CE:1956-07
465051,SGV_12N_42816,GREGORIAN:CE:1956-07
465052,SGV_12N_42817,GREGORIAN:CE:1956-07
465053,SGV_12N_42818,GREGORIAN:CE:1956-07
465054,SGV_12N_42819,GREGORIAN:CE:1956-07
465055,SGV_12N_42820,GREGORIAN:CE:1956-07
465056,SGV_12N_42821,GREGORIAN:CE:1956-07
465057,SGV_12N_42822,GREGORIAN:CE:1956-07
465058,SGV_12N_42823,GREGORIAN:CE:1956-07
465059,SGV_12N_42824,GREGORIAN:CE:1956-07
465060,SGV_12N_42825,GREGORIAN:CE:1956-07
465061,SGV_12N_42826,GREGORIAN:CE:1956-07
465062,SGV_12N_42827,GREGORIAN:CE:1956-07
465063,SGV_12N_42828,GREGORIAN:CE:1956-07
465064,SGV_12N_42829,GREGORIAN:CE:1956-07
465065,SGV_12N_42830,GREGORIAN:CE:1956-07
465066,SGV_12N_42831,GREGORIAN:CE:1956-07
465067,SGV_12N_42832,GREGORIAN:CE:1956-07
465068,SGV_12N_42833,GREGORIAN:CE:1956-07
465069,SGV_12N_42834,GREGORIAN:CE:1956-07
465070,SGV_12N_42835,GREGORIAN:CE:1956-07
465071,SGV_12N_42836,GREGORIAN:CE:1956-07
465072,SGV_12N_42837,GREGORIAN:CE:1956-07
465073,SGV_12N_42838,GREGORIAN:CE:1956-07
465074,SGV_12N_42839,GREGORIAN:CE:1956-07
465075,SGV_12N_42840,GREGORIAN:CE:1956-07
465076,SGV_12N_42841,GREGORIAN:CE:1956-07
465077,SGV_12N_42842,GREGORIAN:CE:1956-07
465078,SGV_12N_42843,GREGORIAN:CE:1956-07
465079,SGV_12N_42844,GREGORIAN:CE:1956-07
465080,SGV_12N_42845,GREGORIAN:CE:1956-07
465081,SGV_12N_42846,GREGORIAN:CE:1956-07
465082,SGV_12N_42847,GREGORIAN:CE:1956-07
465083,SGV_12N_42848,GREGORIAN:CE:1956-07
465084,SGV_12N_42849,GREGORIAN:CE:1956-07
465085,SGV_12N_42850,GREGORIAN:CE:1956-07
465086,SGV_12N_42851,GREGORIAN:CE:1956-07
465087,SGV_12N_42852,GREGORIAN:CE:1956-07
465088,SGV_12N_42853,GREGORIAN:CE:1956-07
465089,SGV_12N_42854,GREGORIAN:CE:1956-07
465090,SGV_12N_42855,GREGORIAN:CE:1956-07
465091,SGV_12N_42856,GREGORIAN:CE:1956-07
465092,SGV_12N_42857,GREGORIAN:CE:1956-07
465093,SGV_12N_42858,GREGORIAN:CE:1956-07
465094,SGV_12N_42859,GREGORIAN:CE:1956-07
465095,SGV_12N_42860,GREGORIAN:CE:1956-07
465096,SGV_12N_42861,GREGORIAN:CE:1956-07
465097,SGV_12N_42862,GREGORIAN:CE:1956-07
465098,SGV_12N_42863,GREGORIAN:CE:1956-07
465099,SGV_12N_42864,GREGORIAN:CE:1956-07
465100,SGV_12N_42865,GREGORIAN:CE:1956-07
465101,SGV_12N_42866,GREGORIAN:CE:1956-07
465102,SGV_12N_42867,GREGORIAN:CE:1956-07
465103,SGV_12N_42868,GREGORIAN:CE:1956-07
465104,SGV_12N_42869,GREGORIAN:CE:1956-07
465105,SGV_12N_42870,GREGORIAN:CE:1956-07
465106,SGV_12N_42871,GREGORIAN:CE:1956-07
465107,SGV_12N_42872,GREGORIAN:CE:1956-07
465108,SGV_12N_42873,GREGORIAN:CE:1956-07
465109,SGV_12N_42874,GREGORIAN:CE:1956-07
465110,SGV_12N_42875,GREGORIAN:CE:1956-07
465111,SGV_12N_42876,GREGORIAN:CE:1956-07
465112,SGV_12N_42877,GREGORIAN:CE:1956-07
465113,SGV_12N_42878,GREGORIAN:CE:1956-07
465114,SGV_12N_42879,GREGORIAN:CE:1956-07
465115,SGV_12N_42880,GREGORIAN:CE:1956-07
465116,SGV_12N_42881,GREGORIAN:CE:1956-07
465117,SGV_12N_42882,GREGORIAN:CE:1956-07
465118,SGV_12N_42883,GREGORIAN:CE:1956-07
465119,SGV_12N_42884,GREGORIAN:CE:1956-07
465120,SGV_12N_42885,GREGORIAN:CE:1956-07
465121,SGV_12N_42886,GREGORIAN:CE:1956-07
465122,SGV_12N_42887,GREGORIAN:CE:1956-07
465123,SGV_12N_42888,GREGORIAN:CE:1956-07
465124,SGV_12N_42889,GREGORIAN:CE:1956-07
465125,SGV_12N_42890,GREGORIAN:CE:1956-07
465126,SGV_12N_42891,GREGORIAN:CE:1956-07
465127,SGV_12N_42892,GREGORIAN:CE:1956-07
465128,SGV_12N_42893,GREGORIAN:CE:1956-07
465129,SGV_12N_42894,GREGORIAN:CE:1956-07
465130,SGV_12N_42895,GREGORIAN:CE:1956-07
465131,SGV_12N_42896,GREGORIAN:CE:1956-07
465132,SGV_12N_42897,GREGORIAN:CE:1956-07
465133,SGV_12N_42898,GREGORIAN:CE:1956-07
465134,SGV_12N_42899,GREGORIAN:CE:1956-07
465135,SGV_12N_42900,GREGORIAN:CE:1956-07
465136,SGV_12N_42901,GREGORIAN:CE:1956-07
465137,SGV_12N_42902,GREGORIAN:CE:1956-07
465138,SGV_12N_42903,GREGORIAN:CE:1956-07
465139,SGV_12N_42904,GREGORIAN:CE:1956-07
465140,SGV_12N_42905,GREGORIAN:CE:1956-07
465141,SGV_12N_42906,GREGORIAN:CE:1956-07
465142,SGV_12N_42907,GREGORIAN:CE:1956-07
465143,SGV_12N_42908,GREGORIAN:CE:1956-07
465144,SGV_12N_42909,GREGORIAN:CE:1956-07
465145,SGV_12N_42910,GREGORIAN:CE:1956-07
465146,SGV_12N_42911,GREGORIAN:CE:1956-07
465147,SGV_12N_42912,GREGORIAN:CE:1956-07
465148,SGV_12N_42913,GREGORIAN:CE:1956-07
465149,SGV_12N_42914,GREGORIAN:CE:1956-07
465150,SGV_12N_42915,GREGORIAN:CE:1956-07
465151,SGV_12N_42916,GREGORIAN:CE:1956-07
465152,SGV_12N_42917,GREGORIAN:CE:1956-07
465153,SGV_12N_42918,GREGORIAN:CE:1956-07
465154,SGV_12N_42919,GREGORIAN:CE:1956-07
465155,SGV_12N_42920,GREGORIAN:CE:1956-07
465156,SGV_12N_42921,GREGORIAN:CE:1956-07
465157,SGV_12N_42922,GREGORIAN:CE:1956-07
465158,SGV_12N_42923,GREGORIAN:CE:1956-07
465159,SGV_12N_42924,GREGORIAN:CE:1956-07
465160,SGV_12N_42925,GREGORIAN:CE:1956-07
465161,SGV_12N_42926,GREGORIAN:CE:1956-07
465162,SGV_12N_42927,GREGORIAN:CE:1956-07
465163,SGV_12N_42928,GREGORIAN:CE:1956-07
465164,SGV_12N_42929,GREGORIAN:CE:1956-07
465165,SGV_12N_42930,GREGORIAN:CE:1956-07
465166,SGV_12N_42931,GREGORIAN:CE:1956-07
465167,SGV_12N_42932,GREGORIAN:CE:1956-07
465168,SGV_12N_42933,GREGORIAN:CE:1956-07
465169,SGV_12N_42934,GREGORIAN:CE:1956-07
465170,SGV_12N_42935,GREGORIAN:CE:1956-07
465171,SGV_12N_42936,GREGORIAN:CE:1956-07
465172,SGV_12N_42937,GREGORIAN:CE:1956-07
465173,SGV_12N_42938,GREGORIAN:CE:1956-07
465174,SGV_12N_42939,GREGORIAN:CE:1956-07
465175,SGV_12N_42940,GREGORIAN:CE:1956-07
465176,SGV_12N_42941,GREGORIAN:CE:1956-07
465177,SGV_12N_42942,GREGORIAN:CE:1956-07
465178,SGV_12N_42943,GREGORIAN:CE:1956-07
465179,SGV_12N_42944,GREGORIAN:CE:1956-07
465180,SGV_12N_42945,GREGORIAN:CE:1956-07
465181,SGV_12N_42946,GREGORIAN:CE:1956-07
465182,SGV_12N_42947,GREGORIAN:CE:1956-07
465183,SGV_12N_42948,GREGORIAN:CE:1956-07
465184,SGV_12N_42949,GREGORIAN:CE:1956-07
465185,SGV_12N_42950,GREGORIAN:CE:1956-07
465186,SGV_12N_42951,GREGORIAN:CE:1956-07
465187,SGV_12N_42952,GREGORIAN:CE:1956-07
465188,SGV_12N_42953,GREGORIAN:CE:1956-07
465189,SGV_12N_42954,GREGORIAN:CE:1956-07
465190,SGV_12N_42955,GREGORIAN:CE:1956-07
465191,SGV_12N_42956,GREGORIAN:CE:1956-07
465192,SGV_12N_42957,GREGORIAN:CE:1956-07
465193,SGV_12N_42958,GREGORIAN:CE:1956-07
465194,SGV_12N_42959,GREGORIAN:CE:1956-07
465195,SGV_12N_42960,GREGORIAN:CE:1956-07
465196,SGV_12N_42961,GREGORIAN:CE:1956-07
465197,SGV_12N_42962,GREGORIAN:CE:1956-07
465198,SGV_12N_42963,GREGORIAN:CE:1956-07
465199,SGV_12N_42964,GREGORIAN:CE:1956-07
465200,SGV_12N_42965,GREGORIAN:CE:1956-07
465201,SGV_12N_42966,GREGORIAN:CE:1956-07
465202,SGV_12N_42967,GREGORIAN:CE:1956-07
465203,SGV_12N_42968,GREGORIAN:CE:1956-07
465204,SGV_12N_42969,GREGORIAN:CE:1956-07
465205,SGV_12N_42970,GREGORIAN:CE:1956-07
465206,SGV_12N_42971,GREGORIAN:CE:1956-07
465207,SGV_12N_42972,GREGORIAN:CE:1956-07
465208,SGV_12N_42973,GREGORIAN:CE:1956-07
465209,SGV_12N_42974,GREGORIAN:CE:1956-07
465210,SGV_12N_42975,GREGORIAN:CE:1956-07
465211,SGV_12N_42976,GREGORIAN:CE:1956-07
465212,SGV_12N_42977,GREGORIAN:CE:1956-07
465213,SGV_12N_42978,GREGORIAN:CE:1956-07
465214,SGV_12N_42979,GREGORIAN:CE:1956-07
465215,SGV_12N_42980,GREGORIAN:CE:1956-07
465216,SGV_12N_42981,GREGORIAN:CE:1956-07
465217,SGV_12N_42982,GREGORIAN:CE:1956-07
465218,SGV_12N_42983,GREGORIAN:CE:1956-09
465219,SGV_12N_42984,GREGORIAN:CE:1956-09
465220,SGV_12N_42985,GREGORIAN:CE:1956-09
465221,SGV_12N_42986,GREGORIAN:CE:1956-09
465222,SGV_12N_42987,GREGORIAN:CE:1956-07-18
465223,SGV_12N_42988,GREGORIAN:CE:1956-07-18
465224,SGV_12N_42989,GREGORIAN:CE:1956-07-18
465225,SGV_12N_42990,GREGORIAN:CE:1956-07-18
465226,SGV_12N_42991,GREGORIAN:CE:1956-07-18
465227,SGV_12N_42992,GREGORIAN:CE:1956-07-18
465228,SGV_12N_42993,GREGORIAN:CE:1956-07-18
465229,SGV_12N_42994,GREGORIAN:CE:1956
465230,SGV_12N_42995,GREGORIAN:CE:1956
465231,SGV_12N_42996,GREGORIAN:CE:1956
465232,SGV_12N_42997,GREGORIAN:CE:1956
465233,SGV_12N_42998,GREGORIAN:CE:1956
465234,SGV_12N_42999,GREGORIAN:CE:1956
465235,SGV_12N_43000,GREGORIAN:CE:1956
465236,SGV_12N_43001,GREGORIAN:CE:1956-04
465237,SGV_12N_43002,GREGORIAN:CE:1956-04
465238,SGV_12N_43003,GREGORIAN:CE:1956-04
465239,SGV_12N_43004,GREGORIAN:CE:1956-04
465240,SGV_12N_43005,GREGORIAN:CE:1956-04
465241,SGV_12N_43006,GREGORIAN:CE:1956-04
465242,SGV_12N_43007,GREGORIAN:CE:1956-04
465243,SGV_12N_43008,GREGORIAN:CE:1956-04
465244,SGV_12N_43009,GREGORIAN:CE:1956-04
465245,SGV_12N_43010,GREGORIAN:CE:1956-04
465246,SGV_12N_43011,GREGORIAN:CE:1956-04
465247,SGV_12N_43012,GREGORIAN:CE:1956-04
465248,SGV_12N_43013,GREGORIAN:CE:1956-04
465249,SGV_12N_43014,GREGORIAN:CE:1956-04
465250,SGV_12N_43015,GREGORIAN:CE:1956-04
465251,SGV_12N_43016,GREGORIAN:CE:1956-04
465252,SGV_12N_43017,GREGORIAN:CE:1956-04
465253,SGV_12N_43018,GREGORIAN:CE:1956-04
465254,SGV_12N_43019,GREGORIAN:CE:1956-04
465255,SGV_12N_43020,GREGORIAN:CE:1956-04
465256,SGV_12N_43021,GREGORIAN:CE:1956-04
465257,SGV_12N_43022,GREGORIAN:CE:1956-04
465258,SGV_12N_43023,GREGORIAN:CE:1956-04
465259,SGV_12N_43024,GREGORIAN:CE:1956-04
465260,SGV_12N_43025,GREGORIAN:CE:1956-04
465261,SGV_12N_43026,GREGORIAN:CE:1956-04
465262,SGV_12N_43027,GREGORIAN:CE:1956-04
465263,SGV_12N_43028,GREGORIAN:CE:1956-04
465264,SGV_12N_43029,GREGORIAN:CE:1956-04
465265,SGV_12N_43030,GREGORIAN:CE:1956-04
465266,SGV_12N_43031,GREGORIAN:CE:1956-04
465267,SGV_12N_43032,GREGORIAN:CE:1956-04
465268,SGV_12N_43033,GREGORIAN:CE:1956-04
465269,SGV_12N_43034,GREGORIAN:CE:1956-04
465270,SGV_12N_43035,GREGORIAN:CE:1956-04
465271,SGV_12N_43036,GREGORIAN:CE:1956-04
465272,SGV_12N_43037,GREGORIAN:CE:1956-04
465273,SGV_12N_43038,GREGORIAN:CE:1956-04
465274,SGV_12N_43039,GREGORIAN:CE:1956-04
465275,SGV_12N_43040,GREGORIAN:CE:1956-04
465276,SGV_12N_43041,GREGORIAN:CE:1956-04
465277,SGV_12N_43042,GREGORIAN:CE:1956-04
465278,SGV_12N_43043,GREGORIAN:CE:1956-04
465279,SGV_12N_43044,GREGORIAN:CE:1956-04
465280,SGV_12N_43045,GREGORIAN:CE:1956-04
465281,SGV_12N_43046,GREGORIAN:CE:1956-04
465282,SGV_12N_43047,GREGORIAN:CE:1956-04
465283,SGV_12N_43048,GREGORIAN:CE:1956-04
465284,SGV_12N_43049,GREGORIAN:CE:1956-04
465285,SGV_12N_43050,GREGORIAN:CE:1956-04
465286,SGV_12N_43051,GREGORIAN:CE:1956-04
465287,SGV_12N_43052,GREGORIAN:CE:1956-04
465288,SGV_12N_43053,GREGORIAN:CE:1956-04
465289,SGV_12N_43054,GREGORIAN:CE:1956-04
465290,SGV_12N_43055,GREGORIAN:CE:1956-04
465291,SGV_12N_43056,GREGORIAN:CE:1956-04
465292,SGV_12N_43057,GREGORIAN:CE:1956-04
465293,SGV_12N_43058,GREGORIAN:CE:1956-04
465294,SGV_12N_43059,GREGORIAN:CE:1956-04
465295,SGV_12N_43060,GREGORIAN:CE:1956-04
465296,SGV_12N_43061,GREGORIAN:CE:1956-04
465297,SGV_12N_43062,GREGORIAN:CE:1956-04
465298,SGV_12N_43063,GREGORIAN:CE:1956-04
465299,SGV_12N_43064,GREGORIAN:CE:1956-04
465300,SGV_12N_43065,GREGORIAN:CE:1956-04
465301,SGV_12N_43066,GREGORIAN:CE:1956-04
465302,SGV_12N_43067,GREGORIAN:CE:1956-04
465303,SGV_12N_43068,GREGORIAN:CE:1956-04
465304,SGV_12N_43069,GREGORIAN:CE:1956-04
465305,SGV_12N_43070,GREGORIAN:CE:1956-04
465306,SGV_12N_43071,GREGORIAN:CE:1956-04
465307,SGV_12N_43072,GREGORIAN:CE:1956-04
465308,SGV_12N_43073,GREGORIAN:CE:1956-04
465309,SGV_12N_43074,GREGORIAN:CE:1956-04
465310,SGV_12N_43075,GREGORIAN:CE:1956-04
465311,SGV_12N_43076,GREGORIAN:CE:1956-04
465312,SGV_12N_43077,GREGORIAN:CE:1956-04
465313,SGV_12N_43078,GREGORIAN:CE:1956-04
465314,SGV_12N_43079,GREGORIAN:CE:1956-04
465315,SGV_12N_43080,GREGORIAN:CE:1956-04
465316,SGV_12N_43081,GREGORIAN:CE:1956-04
465317,SGV_12N_43082,GREGORIAN:CE:1956-04
465318,SGV_12N_43083,GREGORIAN:CE:1956-04
465319,SGV_12N_43084,GREGORIAN:CE:1956-04
465320,SGV_12N_43085,GREGORIAN:CE:1956-04
465321,SGV_12N_43086,GREGORIAN:CE:1956-04
465322,SGV_12N_43087,GREGORIAN:CE:1956-04
465323,SGV_12N_43088,GREGORIAN:CE:1956-04
465324,SGV_12N_43089,GREGORIAN:CE:1956-04
465325,SGV_12N_43090,GREGORIAN:CE:1956-04
465326,SGV_12N_43091,GREGORIAN:CE:1956-04
465327,SGV_12N_43092,GREGORIAN:CE:1956-04
465328,SGV_12N_43093,GREGORIAN:CE:1956-04
465329,SGV_12N_43094,GREGORIAN:CE:1956-04
465330,SGV_12N_43095,GREGORIAN:CE:1956-04
465331,SGV_12N_43096,GREGORIAN:CE:1956-07-18
465332,SGV_12N_43097,GREGORIAN:CE:1956-07-18
465333,SGV_12N_43098,GREGORIAN:CE:1956-07-18
465334,SGV_12N_43099,GREGORIAN:CE:1956-07-18
465335,SGV_12N_43100,GREGORIAN:CE:1956-07-18
465336,SGV_12N_43101,GREGORIAN:CE:1956-05
465337,SGV_12N_43102,GREGORIAN:CE:1956-05
465338,SGV_12N_43103,GREGORIAN:CE:1956-05
465339,SGV_12N_43104,GREGORIAN:CE:1956-05
465340,SGV_12N_43105,GREGORIAN:CE:1956-05
465341,SGV_12N_43106,GREGORIAN:CE:1956-05
465342,SGV_12N_43107,GREGORIAN:CE:1956-05
465343,SGV_12N_43108,GREGORIAN:CE:1956-05
465344,SGV_12N_43109,GREGORIAN:CE:1956-05
465345,SGV_12N_43110,GREGORIAN:CE:1956-05
465346,SGV_12N_43111,GREGORIAN:CE:1956-05
465347,SGV_12N_43112,GREGORIAN:CE:1956-05
465348,SGV_12N_43113,GREGORIAN:CE:1956-05
465349,SGV_12N_43114,GREGORIAN:CE:1956-05
465350,SGV_12N_43115,GREGORIAN:CE:1956-05
465351,SGV_12N_43116,GREGORIAN:CE:1956-05
465352,SGV_12N_43117,GREGORIAN:CE:1956-05
465353,SGV_12N_43118,GREGORIAN:CE:1956-05
465354,SGV_12N_43119,GREGORIAN:CE:1956-05
465355,SGV_12N_43120,GREGORIAN:CE:1956-05
465356,SGV_12N_43121,GREGORIAN:CE:1956-05
465357,SGV_12N_43122,GREGORIAN:CE:1956-05
465358,SGV_12N_43123,GREGORIAN:CE:1956-05
465359,SGV_12N_43124,GREGORIAN:CE:1956-05
465360,SGV_12N_43125,GREGORIAN:CE:1956-07-10
465361,SGV_12N_43126,GREGORIAN:CE:1956-07-10
465362,SGV_12N_43127,GREGORIAN:CE:1956-07-10
465363,SGV_12N_43128,GREGORIAN:CE:1956-07-10
465364,SGV_12N_43129,GREGORIAN:CE:1956-07-10
465365,SGV_12N_43130,GREGORIAN:CE:1956-07-10
465366,SGV_12N_43131,GREGORIAN:CE:1956-07-10
465367,SGV_12N_43132,GREGORIAN:CE:1956-07-10
465368,SGV_12N_43133,GREGORIAN:CE:1956-07-10
465369,SGV_12N_43134,GREGORIAN:CE:1956-07-10
465370,SGV_12N_43135,GREGORIAN:CE:1956-07-10
465371,SGV_12N_43136,GREGORIAN:CE:1956-07-25
465372,SGV_12N_43137,GREGORIAN:CE:1956-07-25
465373,SGV_12N_43138,GREGORIAN:CE:1956-07-25
465374,SGV_12N_43139,GREGORIAN:CE:1956-07-25
465375,SGV_12N_43140,GREGORIAN:CE:1956-07-25
465376,SGV_12N_43141,GREGORIAN:CE:1956-07-25
465377,SGV_12N_43142,GREGORIAN:CE:1956-07-25
465378,SGV_12N_43143,GREGORIAN:CE:1956-07-25
465379,SGV_12N_43144,GREGORIAN:CE:1956-07-25
465380,SGV_12N_43145,GREGORIAN:CE:1956-07-25
465381,SGV_12N_43146,GREGORIAN:CE:1956-07-25
465382,SGV_12N_43147,GREGORIAN:CE:1956-07-25
465383,SGV_12N_43148,GREGORIAN:CE:1956-07-25
465384,SGV_12N_43149,GREGORIAN:CE:1956-07-25
465385,SGV_12N_43150,GREGORIAN:CE:1956-07-25
465386,SGV_12N_43151,GREGORIAN:CE:1956-07-25
465387,SGV_12N_43152,GREGORIAN:CE:1956-07-25
465388,SGV_12N_43153,GREGORIAN:CE:1956-07-25
465389,SGV_12N_43154,GREGORIAN:CE:1956-07-25
465390,SGV_12N_43155,GREGORIAN:CE:1956-07-25
465391,SGV_12N_43156,GREGORIAN:CE:1956-07-25
465392,SGV_12N_43157,GREGORIAN:CE:1956-07-25
465393,SGV_12N_43158,GREGORIAN:CE:1956-07-25
465394,SGV_12N_43159,GREGORIAN:CE:1956-07-25
