asv id,latitude,longitude,name,desc,color,source,precision
291,47.12861,8.75003,Einsiedeln,"Einsiedeln, Einsiedeln, SCHWYZ, CH",,MapQuest,city/town
292,47.104726,8.674844,Rothenthurm,"Rothenthurm, Schwyz, SCHWYZ, CH",,MapQuest,city/town
293,47.064455,8.523867,Arth,"Arth, Schwyz, SCHWYZ, CH",,MapQuest,city/town
294,47.114951,8.392331,Root,"Root, LUZERN, CH",,MapQuest,city/town
295,47.050545,8.305468,Luzern,"Lucerne, LUZERN, CH",,MapQuest,city/town
296,47.033975,8.437964,Weggis,"Weggis, LUZERN, CH",,MapQuest,city/town
297,47.021185,8.65356,Schwyz,"Schwyz, Schwyz, SCHWYZ, CH",,MapQuest,city/town
298,46.974668,8.765803,Muotathal,"Muotathal, Schwyz, SCHWYZ, CH",,MapQuest,city/town
299,46.9186,8.997365,Linthal,"Linthal, GLARUS, CH",,MapQuest,city/town
300,46.918888,9.17194,Elm,"Elm, GLARUS, CH",,MapQuest,city/town
301,46.989184,9.344335,Weisstannen,"Weisstannen, ST. GALLEN, CH",,MapQuest,city/town
302,47.007729,9.530923,Maienfeld,"Maienfeld, Landquart, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
303,46.968932,9.690048,Schiers,"Schiers, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
304,46.969343,9.814077,St. Antönien,"St. Antönien, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
305,46.87979,9.860831,Klosters,"Klosters, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
306,46.936996,9.566524,Zizers,"Zizers, Landquart, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
307,46.421903,6.927504,Vättis,"Veytaux, VAUD, CH",,MapQuest,city/town
308,46.863934,8.770358,Unterschächen,"Unterschächen, URI, CH",,MapQuest,city/town
309,46.886467,8.638399,Altdorf,"Altdorf, URI, CH",,MapQuest,city/town
310,46.910246,8.562013,Isenthal,"Isenthal, URI, CH",,MapQuest,city/town
311,46.967117,8.474879,Beckenried,"Beckenried, NIDWALDEN, CH",,MapQuest,city/town
312,46.957061,8.366103,Stans,"Stans, NIDWALDEN, CH",,MapQuest,city/town
313,46.941166,8.273683,Alpnach,"Alpnach, OBWALDEN, CH",,MapQuest,city/town
314,46.895673,8.246149,Sarnen,"Sarnen, OBWALDEN, CH",,MapQuest,city/town
315,46.78573,8.160728,Lungern,"Lungern, OBWALDEN, CH",,MapQuest,city/town
316,46.82235,8.4044,Engelberg,"Engelberg, OBWALDEN, CH",,MapQuest,city/town
317,46.771079,8.670326,Amsteg,"Amsteg, URI, CH",,MapQuest,city/town
318,46.707128,8.59944,Wassen,"Wassen, URI, CH",,MapQuest,city/town
319,46.63405,8.594815,Andermatt,"Andermatt, URI, CH",,MapQuest,city/town
320,46.681934,8.774525,Sedrun,"Sedrun, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
321,46.704175,8.854979,Mustèr,"Disentis/Mustér, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
322,46.000619,8.935122,Surrhein-Sumvitg,"Sorengo, TICINO, CH",,MapQuest,city/town
323,46.767563,9.062285,Breil,"Breil/Brigels, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
324,46.723594,9.0721,Obersaxen,"Obersaxen, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
